University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kipana Nole,26,356,56,223,159,92,57.8616352201258,59,22,0,0,1,6,36,11,25,38,186,76,40.8602150537634, 7.23076923076923
Zeabik Tituqu,9,134,22,74,56,30,53.5714285714286,19,6,0,0,4,4,13,4,9,11,53,18,33.9622641509434, 6.22222222222222
Tibiziŋag Neksap,49,1738,515,858,698,363,52.0057306590258,226,72,1,1,38,29,196,55,141,57,589,259,43.9728353140917, 9.77551020408163
Pezi Depazeoni,18,283,0,6,3,3,100,0,0,0,0,1,1,67,24,43,2,4,2,50, 4.38888888888889
Kudqoatlop Zonaqa,12,273,28,117,105,58,55.2380952380952,0,0,2,1,11,2,56,17,39,14,105,51,48.5714285714286, 1.25
Tibiziŋag Piu,9,93,18,48,46,21,45.6521739130435,12,3,2,2,5,1,15,2,13,6,53,29,54.7169811320755, 0.777777777777778
Pezi Poi,8,80,14,46,37,23,62.1621621621622,0,0,0,0,5,2,7,0,7,5,47,18,38.2978723404255, 1.25
Eŋipxuk Nole,3,46,6,31,26,13,50,14,5,0,0,0,1,5,1,4,2,17,9,52.9411764705882, 1.33333333333333
University of Sapphire Bay players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Vipoi Vokigei,64,1820,0,0,0,0,0,0,0,0,0,1,1,409,110,299,0,10,6,60, -2.09375
Aseqa Mopke,32,1407,95,227,241,112,46.4730290456432,0,0,12,3,79,10,233,52,181,35,638,354,55.4858934169279, -8.4375
Aseqa Qeki,65,2355,149,1323,1195,531,44.4351464435146,427,129,63,48,144,26,283,52,231,144,971,484,49.8455200823893, -5.2
Pezi Qeki,64,2871,784,1815,1570,764,48.6624203821656,544,165,17,14,74,35,329,79,250,78,1336,691,51.7215568862275, -4.0625
Aseqa Ainigdine,32,1493,133,370,346,183,52.8901734104046,0,0,6,4,71,16,166,34,132,19,618,312,50.4854368932039, -7.65625
Einep Oipa,34,789,0,0,0,0,0,0,0,0,0,0,1,165,47,118,0,7,3,42.8571428571429, 0.235294117647059
Taneba Kivi,75,2843,159,834,785,407,51.8471337579618,0,0,50,20,94,32,658,171,487,133,1340,687,51.2686567164179, 3.77333333333333
Dipaia Mopke,10,139,35,106,85,44,51.7647058823529,26,8,2,2,4,1,16,7,9,12,67,37,55.2238805970149, 2.2
Qutka Kateni,11,147,19,116,73,46,63.013698630137,21,11,0,0,3,2,14,2,12,4,78,46,58.974358974359, 3
Zeabik Nole,34,1525,518,902,739,376,50.8795669824087,253,92,0,0,41,22,231,49,182,38,400,179,44.75, 1.41176470588235
Dezik Oipa,27,600,59,0,1,0,0,0,0,0,0,0,0,261,64,197,0,0,0,0, -2.11111111111111
Dezik Zonaqa,11,220,45,127,118,63,53.3898305084746,0,0,2,1,8,3,49,13,36,18,112,58,51.7857142857143, 3.81818181818182
Biplatza Zonaqa,7,121,8,82,67,37,55.2238805970149,0,0,10,8,3,4,18,2,16,11,53,21,39.622641509434, 1
Vioŋeki Vokigei,9,141,32,68,61,32,52.4590163934426,10,2,0,0,4,6,16,4,12,8,61,25,40.9836065573771, 6.77777777777778
Eiqe Mopke,3,48,10,29,22,11,50,6,3,0,0,1,3,6,0,6,1,13,5,38.4615384615385, 0.333333333333333
University of Chromasheep Farm players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Eŋipxuk Finapeke,32,1549,0,0,0,0,0,0,0,0,0,1,0,530,135,395,1,3,2,66.6666666666667, 3
Dezik Nitip,70,1920,148,1003,969,486,50.1547987616099,0,0,60,31,89,42,495,129,366,87,895,478,53.4078212290503, -3.31428571428571
Otop Fana,64,2202,296,535,688,237,34.4476744186046,0,0,162,61,89,27,286,62,224,143,998,467,46.7935871743487, -4.25
Otop Vuki,32,1469,144,801,662,326,49.2447129909366,260,74,3,3,59,11,177,45,132,57,738,388,52.5745257452574, 2.90625
Einep Ainigdine,46,1804,611,964,829,396,47.7683956574186,264,77,17,13,51,18,219,71,148,47,722,325,45.0138504155125, 5.65217391304348
Kudqoatlop Fekku,34,1571,13,0,0,0,0,0,0,0,0,0,0,338,68,270,0,17,8,47.0588235294118, -8.23529411764706
Pezi Vuki,35,709,175,389,356,189,53.0898876404494,0,0,24,11,22,26,171,52,119,59,290,113,38.9655172413793, 2.02857142857143
Tipeprik Ifet,36,737,161,391,336,174,51.7857142857143,70,20,2,0,21,8,86,20,66,26,394,197,50, 2.88888888888889
Nipka Nitip,8,81,13,58,48,29,60.4166666666667,0,0,0,0,6,1,7,4,3,11,32,11,34.375, 3.5
Vipoi Nibrit,5,72,16,38,29,18,62.0689655172414,4,2,0,0,2,1,8,2,6,3,37,19,51.3513513513513, 0.2
Ivi Fana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Makiaipisi Nitip,34,718,142,453,364,225,61.8131868131868,0,0,4,3,27,16,167,41,126,40,325,178,54.7692307692308, -1.79411764705882
Tibiziŋag Fiqup,49,1072,136,428,457,186,40.7002188183807,76,14,28,15,32,19,127,30,97,64,483,215,44.5134575569358, 0.530612244897959
Eiqe Zonaqa,3,23,0,9,6,4,66.6666666666667,2,0,0,0,1,1,2,0,2,0,7,2,28.5714285714286, -3.66666666666667
Ivi Nipta,2,20,5,14,8,5,62.5,1,0,0,0,1,2,2,0,2,0,6,3,50, 8.5
University of Kaeshar 4 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Taneba Depazeoni,32,1546,0,0,0,0,0,0,0,0,0,0,0,489,99,390,0,10,7,70, -6.1875
Taneba Tituqu,36,1432,231,758,714,373,52.2408963585434,0,0,18,12,61,15,313,62,251,47,585,323,55.2136752136752, -5.30555555555556
Kudqoatlop Nitip,32,1492,218,736,686,305,44.4606413994169,264,48,2,0,64,25,175,40,135,48,639,339,53.0516431924883, -6
Taneba Fiqup,32,1490,154,409,445,195,43.8202247191011,0,0,42,19,57,18,164,36,128,21,656,316,48.1707317073171, -6.625
Einep Poi,32,1539,410,814,722,320,44.3213296398892,281,73,10,8,50,17,192,39,153,25,569,315,55.3602811950791, -6.03125
Teva Kateni,66,2962,0,0,0,0,0,0,0,0,0,1,0,773,192,581,0,35,21,60, -8.75757575757576
Klegna Ainigdine,77,994,56,361,420,161,38.3333333333333,0,0,78,39,29,17,230,44,186,91,347,150,43.2276657060519, -1.1038961038961
Taneba Vevapi,10,82,8,15,25,6,24,0,0,4,3,3,2,11,2,9,5,33,15,45.4545454545455, -0.2
Biplatza Nitip,2,16,1,10,6,5,83.3333333333333,0,0,0,0,0,0,1,0,1,1,10,5,50, -1.5
Iveo Nibrit,65,2988,341,928,883,367,41.5628539071348,356,97,42,21,153,36,354,85,269,30,1193,597,50.0419111483655, -8.35384615384615
Einep Aivik,6,70,0,0,0,0,0,0,0,0,0,0,0,17,2,15,0,0,0,0, -0.5
Pezi Finapeke,4,64,4,23,33,11,33.3333333333333,0,0,2,1,4,2,8,1,7,4,29,17,58.6206896551724, -6.5
Klegna Aivik,38,1498,87,611,566,237,41.8727915194346,188,58,25,17,71,23,162,34,128,46,570,290,50.8771929824561, -4.71052631578947
Iveo Nitip,2,40,11,14,11,6,54.5454545454545,3,1,0,0,0,0,4,1,3,2,19,7,36.8421052631579, 8.5
Kipana Ainigdine,2,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,7,6,85.7142857142857, -2.5
University of Kaeshar 5 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Zeabik Vokigei,160,6388,83,6,3,3,100,0,0,0,0,17,0,2314,554,1760,0,17,9,52.9411764705882, 5.50625
Imuk Oipa,124,3571,820,1871,1582,761,48.1036662452592,600,152,9,2,105,47,690,153,537,124,1607,873,54.3248288736777, 5.75
Nipka Piu,37,1363,436,713,649,287,44.2218798151002,214,46,21,10,36,255,148,30,118,86,370,132,35.6756756756757, 15.8648648648649
Tipeprik Abu,32,1508,53,868,721,359,49.7919556171983,227,71,10,9,78,20,163,40,123,19,634,373,58.8328075709779, 15.8125
Vipoi Nitip,32,1157,97,456,382,181,47.3821989528796,155,48,1,1,40,17,129,27,102,15,437,202,46.2242562929062, 11.9375
Otop Poi,15,167,0,0,0,0,0,0,0,0,0,0,0,64,18,46,0,0,0,0, -2.6
Vioŋeki Mopke,11,262,45,166,138,83,60.1449275362319,0,0,0,0,6,9,43,9,34,30,98,41,41.8367346938776, 5.63636363636364
Biplatza Zonaqa,6,50,13,10,21,5,23.8095238095238,0,0,0,0,1,1,10,3,7,1,14,3,21.4285714285714, -1.33333333333333
Eiqe Oipa,97,1950,249,1396,1158,581,50.1727115716753,383,106,12,10,75,21,232,50,182,83,889,417,46.9066366704162, 2.71134020618557
Ivi Aivik,41,1687,560,1069,907,447,49.2833517089305,333,95,8,5,57,26,195,49,146,31,684,319,46.6374269005848, 7.75609756097561
Pezi Kateni,64,381,0,0,0,0,0,0,0,0,0,0,1,100,26,74,0,1,0,0, 0.890625
Eŋipxuk Fiqup,18,302,40,160,165,80,48.4848484848485,0,0,0,0,17,24,61,18,43,28,103,24,23.3009708737864, 7.16666666666667
Aseqa Oipa,32,593,122,402,346,199,57.514450867052,0,0,8,4,21,12,65,17,48,38,238,106,44.5378151260504, 4.15625
Dipaia Tituqu,43,783,202,528,442,264,59.7285067873303,0,0,0,0,9,16,89,20,69,51,351,153,43.5897435897436, 1.72093023255814
Dipaia Fekku,11,245,126,123,110,49,44.5454545454545,30,5,6,6,9,4,36,9,27,14,83,37,44.578313253012, 7.81818181818182
University of Lizabechai players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kye Douangvily,32,1541,0,0,0,0,0,0,0,0,0,0,0,325,83,242,0,0,0,0, 4.21875
Mya Bokeo,100,3866,677,1632,1473,814,55.2613713509844,0,0,12,4,105,47,874,273,601,223,1798,924,51.3904338153504, 3.91
Kalani Cheruene,32,1340,329,766,621,328,52.8180354267311,177,51,3,3,29,17,205,55,150,72,478,190,39.7489539748954, 3.09375
Kanoa Phoutthasinh,42,1551,145,720,603,296,49.0878938640133,200,61,0,0,33,20,148,37,111,54,735,354,48.1632653061224, 3.26190476190476
Aulii Louangrath,64,1895,500,961,839,407,48.5101311084625,247,59,3,2,48,23,247,63,184,21,914,471,51.5317286652079, 1.296875
Keahi Thammavong,64,3075,1,8,5,4,80,0,0,0,0,0,0,603,161,442,5,27,8,29.6296296296296, 4.9375
Lani Somphousiharath,20,203,21,87,64,41,64.0625,0,0,10,5,4,3,36,7,29,38,120,63,52.5, 0.8
Kelii Bouvanaat,6,69,17,27,26,11,42.3076923076923,12,3,0,0,2,11,5,1,4,10,22,7,31.8181818181818, 3.66666666666667
Aulii Rattanavongsa,10,80,6,31,33,13,39.3939393939394,9,2,0,0,1,4,5,0,5,6,52,31,59.6153846153846, 2.1
Analu Siphandon,1,15,5,11,5,4,80,0,0,0,0,0,0,2,0,2,1,5,1,20, 16
Analu Sayasone,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0, 8
Kelii Keobounphanh,41,672,102,255,248,126,50.8064516129032,0,0,6,3,21,23,122,42,80,106,307,108,35.1791530944625, 2.5609756097561
Konala Phothisarath,8,131,24,99,71,48,67.6056338028169,0,0,4,3,6,0,15,7,8,8,67,43,64.1791044776119, 1.75
Kye Sonexarth,49,1679,248,907,807,449,55.638166047088,0,0,14,9,44,18,195,57,138,93,773,337,43.5963777490297, 3.6530612244898
Phetdum Phanivong,54,201,39,125,87,53,60.9195402298851,20,9,0,0,6,14,25,5,20,10,55,24,43.6363636363636, 0.0185185185185185
University of Levikeana Solvae players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kye Phanivong,38,1688,39,11,9,5,55.5555555555556,0,0,2,1,6,0,456,92,364,0,12,4,33.3333333333333, -6.26315789473684
Paxathipatai Keobounphanh,44,1363,125,418,497,197,39.6378269617706,0,0,64,24,54,22,240,52,188,116,507,260,51.2820512820513, -6.11363636363636
Teyvada Khamchanh,100,3079,300,704,718,344,47.9108635097493,0,0,34,16,146,43,338,69,269,102,1391,720,51.7613227893602, -4.57
Phetdum Sayasone,67,1643,165,623,547,245,44.7897623400366,214,50,19,7,63,22,186,36,150,24,761,415,54.5335085413929, -2.85074626865672
Keon Phothisarath,32,604,27,274,255,106,41.5686274509804,128,36,6,3,40,5,78,17,61,5,245,118,48.1632653061224, -2.8125
Kai Saengsavang,65,2491,22,75,85,33,38.8235294117647,23,3,0,0,5,4,552,118,434,8,71,39,54.9295774647887, -3.07692307692308
Liko Vatthana,71,1537,164,894,925,430,46.4864864864865,0,0,54,34,103,23,363,86,277,90,559,224,40.0715563506261, -1.63380281690141
Kai Savang,12,181,47,72,75,36,48,0,0,0,0,6,1,25,8,17,9,71,32,45.0704225352113, -1.33333333333333
Kimo Ketthavong,32,682,74,357,326,138,42.3312883435583,157,51,4,2,43,8,91,12,79,9,312,163,52.2435897435897, -4.6875
Liko Vatthana,84,3342,1123,1559,1371,643,46.9000729394602,454,121,30,12,132,32,416,103,313,48,1374,744,54.1484716157205, -3.16666666666667
Meka Phomsouvanh,7,113,1,0,0,0,0,0,0,0,0,0,0,55,11,44,0,0,0,0, -1.42857142857143
Ikaika Thammasith,17,184,26,69,76,34,44.7368421052632,0,0,4,1,11,3,22,2,20,13,69,36,52.1739130434783, -1.52941176470588
Keahi Siyavong,8,144,7,103,90,40,44.4444444444444,39,11,3,3,6,0,19,1,18,12,56,29,51.7857142857143, -0.875
Kalani Phothisarath,68,2099,312,1207,1074,489,45.5307262569832,417,106,8,3,76,24,267,62,205,95,1106,539,48.7341772151899, -0.294117647058824
Kye Viravongs,20,442,87,210,161,83,51.5527950310559,65,17,1,0,30,6,102,29,73,8,170,81,47.6470588235294, -2.4
University of Alieosia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Phetdum Sayasone,64,2638,14,120,107,59,55.1401869158878,5,2,2,0,19,8,598,174,424,27,207,110,53.1400966183575, 7.578125
Koa Thiamphasone,84,2175,291,1144,1027,564,54.9172346640701,0,0,26,16,55,27,576,156,420,137,1031,511,49.5635305528613, 3.33333333333333
Kelii Thammavong,37,1351,168,434,438,212,48.4018264840183,0,0,22,10,37,22,169,40,129,46,678,353,52.0648967551622, 5.10810810810811
Paxathipatai Vongsamphanh,32,1142,577,802,598,399,66.7224080267559,0,0,4,4,32,45,185,45,140,70,471,177,37.5796178343949, 7.59375
Kawaii Keothavong,37,1494,271,810,703,335,47.6529160739687,262,86,5,4,36,24,177,53,124,44,606,301,49.6699669966997, 6.7027027027027
Kye Keothavong,6,84,0,2,3,1,33.3333333333333,0,0,0,0,0,0,15,2,13,2,6,5,83.3333333333333, -1.5
Kelii Khotpanya,36,461,91,252,211,125,59.2417061611374,0,0,4,2,11,8,83,19,64,44,190,76,40, 3.16666666666667
Kelii Cheruene,17,237,44,68,71,33,46.4788732394366,0,0,4,2,10,6,24,8,16,16,129,62,48.062015503876, 2.05882352941176
Paxathipatai Phanivong,14,303,61,193,153,86,56.2091503267974,38,12,0,0,11,3,34,11,23,20,145,64,44.1379310344828, 1.28571428571429
Keowynn Thepsenavong,5,88,22,45,43,21,48.8372093023256,5,2,2,1,2,4,10,1,9,5,25,10,40, 2.8
Kawaii Thepsenavong,6,119,7,0,0,0,0,0,0,0,0,0,0,46,14,32,1,6,2,33.3333333333333, 2.33333333333333
Havika Viravongs,30,501,86,208,173,103,59.5375722543353,0,0,8,2,12,17,123,35,88,48,203,82,40.3940886699507, 4.06666666666667
Havika Phaophanit,45,1654,292,839,673,333,49.479940564636,225,76,35,34,47,23,163,41,122,96,645,303,46.9767441860465, 7.37777777777778
Akamu Siyavong,7,96,7,21,28,10,35.7142857142857,0,0,2,1,5,0,13,2,11,2,49,21,42.8571428571429, -0.285714285714286
Kelii Vongsay,5,44,11,8,10,4,40,0,0,0,0,1,0,5,2,3,1,9,1,11.1111111111111, 0.4
University of Byisotia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Keahi Soulignavong,64,3053,0,0,0,0,0,0,0,0,0,2,1,664,144,520,1,23,10,43.4782608695652, 1.5625
Maik Phomsouvanh,51,1507,251,743,740,326,44.0540540540541,0,0,134,91,45,28,444,93,351,107,576,251,43.5763888888889, -0.450980392156863
Paxathipatai Keobunta,32,716,231,385,344,155,45.0581395348837,128,40,10,10,30,10,80,26,54,47,268,101,37.6865671641791, 0.65625
Leilani Phaophanit,64,2868,393,1793,1477,775,52.4712254570074,413,121,3,1,100,41,312,80,232,54,1342,713,53.1296572280179, 0.265625
Lae Saysamongdy,33,1245,91,201,226,98,43.3628318584071,0,0,16,5,47,20,167,35,132,23,541,267,49.3530499075786, 0.909090909090909
Kaili Inthisane,34,1576,0,0,0,0,0,0,0,0,0,0,1,347,77,270,1,14,6,42.8571428571429, 1.38235294117647
Oke Saengsavang,17,197,21,81,97,34,35.0515463917526,28,4,5,4,6,2,27,5,22,11,110,55,50, -1
Keahi Vongsay,23,531,64,182,221,79,35.7466063348416,58,4,2,2,11,11,59,11,48,33,201,94,46.7661691542289, 0.434782608695652
Akamu Sayasone,7,125,6,76,67,38,56.7164179104478,0,0,0,0,5,1,14,2,12,9,49,23,46.9387755102041, 2
Koa Keothavong,71,3102,1079,1298,1145,647,56.5065502183406,0,0,8,4,73,50,384,110,274,65,1260,612,48.5714285714286, 1.42253521126761
Konala Somphousiharath,34,1570,0,0,0,0,0,0,0,0,0,1,0,472,143,329,1,14,9,64.2857142857143, -1.97058823529412
Mya Louangrath,45,1412,360,611,695,280,40.2877697841727,0,0,90,51,33,120,436,106,330,125,400,141,35.25, 3.15555555555556
Lae Saengsavang,19,320,49,143,146,70,47.945205479452,0,0,6,3,9,4,36,9,27,25,139,68,48.9208633093525, 0.315789473684211
Kai Saenthavisouk,7,124,13,58,53,25,47.1698113207547,16,7,0,0,2,0,18,7,11,12,54,21,38.8888888888889, 10.1428571428571
Ikaika Sonexarth,7,179,34,28,31,14,45.1612903225806,0,0,0,0,5,3,23,6,17,9,85,37,43.5294117647059, -0.142857142857143
University of Hkamnsi players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Maik Bouphavanh,32,1295,0,4,3,2,66.6666666666667,0,0,0,0,0,0,326,59,267,1,5,3,60, -4.5625
Phetdum Vatthana,96,3068,265,1423,1361,552,40.5584129316679,468,131,114,74,149,31,881,175,706,81,1438,845,58.7621696801113, -3.9375
Leilani Bokeo,34,398,72,286,257,142,55.2529182879377,0,0,2,2,11,5,93,27,66,5,175,106,60.5714285714286, -2.11764705882353
Kawaii Vatthana,64,3047,252,1027,1197,479,40.0167084377611,0,0,134,69,137,35,372,79,293,34,1364,748,54.8387096774194, -5.640625
Phetdum Ketthavong,64,2983,599,1117,1106,432,39.0596745027125,500,116,29,11,137,40,400,84,316,37,1280,667,52.109375, -5.53125
Keon Somphousiharath,37,1309,10,0,2,0,0,0,0,0,0,5,0,342,73,269,4,15,9,60, -6.48648648648649
Havika Siphandon,32,537,65,299,308,140,45.4545454545455,0,0,34,19,19,3,108,24,84,42,182,82,45.0549450549451, -1.15625
Kelii Khouphongsy,24,609,264,490,408,204,50,141,49,4,3,29,17,116,27,89,48,224,79,35.2678571428571, 0.541666666666667
Malo Thepsenavong,2,24,6,19,15,8,53.3333333333333,3,0,0,0,1,0,1,0,1,5,12,4,33.3333333333333, 2
Kimo Vongphakdy,30,642,318,455,396,191,48.2323232323232,127,29,4,2,25,4,84,20,64,14,231,105,45.4545454545455, 0.933333333333333
Koa Thiamphasone,46,1853,164,2,1,1,100,0,0,0,0,4,1,452,92,360,0,14,9,64.2857142857143, -4.6304347826087
Koa Khotpanya,10,242,22,89,81,31,38.2716049382716,30,14,14,8,17,2,54,16,38,14,115,63,54.7826086956522, -6.3
Keahi Siphandon,24,541,38,244,209,89,42.5837320574163,123,41,17,7,33,4,76,12,64,19,227,113,49.7797356828194, -2.875
Mya Khouphongsy,1,12,0,3,5,1,20,0,0,2,1,0,0,3,1,2,0,3,1,33.3333333333333, 6
Ikaika Rattanavongsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
University of Vrelinku players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Keahi Phothisarath,32,1545,0,2,1,1,100,0,0,0,0,0,0,327,84,243,0,5,4,80, -1.375
Kelii Siphandon,79,1939,125,1051,1028,496,48.2490272373541,0,0,86,59,80,17,534,132,402,176,803,342,42.5902864259029, -0.822784810126582
Konala Kethavongsa,32,1298,393,442,488,213,43.6475409836066,0,0,36,16,40,13,190,43,147,86,522,254,48.6590038314176, -2.84375
Maik Phaophanit,65,2922,275,1393,1200,584,48.6666666666667,350,90,50,29,93,31,315,69,246,51,1472,808,54.8913043478261, 2.49230769230769
Koa Vongsay,97,1635,151,447,436,214,49.0825688073394,0,0,44,19,66,23,226,51,175,36,620,319,51.4516129032258, -0.649484536082474
Maik Soulignavong,4,28,0,0,0,0,0,0,0,0,0,0,0,8,3,5,1,1,1,100, -3
Malo Vongsay,67,942,132,620,518,310,59.8455598455598,0,0,0,0,18,45,188,56,132,101,317,118,37.2239747634069, 4.3134328358209
Havika Kethavongsa,43,781,159,400,341,184,53.9589442815249,40,5,12,6,28,9,96,19,77,47,379,222,58.5751978891821, 0.906976744186046
Ikaika Phomsouvanh,4,70,8,27,28,12,42.8571428571429,7,2,0,0,0,1,4,2,2,5,37,23,62.1621621621622, -6.5
Phetdum Khotpanya,96,3461,1105,1755,1551,707,45.5834945196647,597,166,28,21,115,48,437,102,335,98,1340,665,49.6268656716418, 0.833333333333333
Kye Keobunta,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, -9
Mya Khotpanya,16,219,42,101,99,49,49.4949494949495,0,0,4,3,3,19,36,8,28,19,72,22,30.5555555555556, 3
Kawaii Somphousiharath,35,637,105,359,312,175,56.0897435897436,0,0,14,9,18,7,77,18,59,37,308,146,47.4025974025974, 3.45714285714286
Wongduan Somphousiharath,1,23,1,14,14,7,50,0,0,0,0,0,0,1,0,1,5,12,8,66.6666666666667, -10
Phetdum Thonemany,43,1042,298,486,405,217,53.5802469135802,83,20,5,3,33,11,129,25,104,34,357,172,48.1792717086835, 1.16279069767442
University of Lveinta players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Oke Vongsay,65,3088,4,6,5,3,60,0,0,0,0,3,0,899,242,657,3,43,19,44.1860465116279, 3
Havika Sayasone,80,2599,187,1247,1290,589,45.6589147286822,0,0,140,69,75,100,549,136,413,210,1006,443,44.0357852882704, 1.7875
Mya Phanivong,67,2403,315,915,904,445,49.2256637168142,0,0,58,25,67,25,280,75,205,82,1200,597,49.75, 1.43283582089552
Keowynn Thepsenavong,33,1416,186,819,685,350,51.0948905109489,198,47,0,0,43,42,153,34,119,72,570,235,41.2280701754386, 5.36363636363636
Kanoa Cheruene,35,1515,532,580,494,290,58.7044534412955,0,0,0,0,38,22,154,34,120,34,618,304,49.1909385113269, 4.4
Keahi Khouphongsy,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0, 2
Kye Phanivong,23,324,66,187,162,92,56.7901234567901,0,0,6,3,8,0,57,18,39,30,162,82,50.6172839506173, 1.56521739130435
Phetdum Khouphongsy,17,501,105,202,190,94,49.4736842105263,0,0,14,12,10,7,77,19,58,23,194,78,40.2061855670103, 4.52941176470588
Akamu Bouphavanh,62,2012,254,1304,1036,542,52.3166023166023,303,94,0,0,50,32,264,71,193,73,992,520,52.4193548387097, 5.90322580645161
Kimo Saengsavang,8,165,67,65,48,32,66.6666666666667,0,0,2,1,9,1,15,2,13,8,71,31,43.6619718309859, 2
Lilo Saysamongdy,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,3,100, 1
Mya Vongsamphanh,34,476,37,262,222,128,57.6576576576577,0,0,8,6,13,5,85,27,58,43,272,126,46.3235294117647, 1.29411764705882
