University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Teva Ainigdine,65,1881,236,747,617,371,60.129659643436,0,0,6,5,32,19,429,134,295,94,590,279,47.2881355932203, 6.63076923076923
Teva Bitsekzeba,138,3791,559,1417,1462,687,46.9904240766074,0,0,108,43,103,81,1309,351,958,332,1404,607,43.2336182336182, 3.60144927536232
Makiaipisi Finapeke,49,1219,304,692,570,345,60.5263157894737,0,0,4,2,21,8,186,41,145,83,569,256,44.9912126537786, 4.02040816326531
Eŋipxuk Nipta,98,2598,524,1911,1417,827,58.3627381792519,366,129,0,0,78,27,269,84,185,60,1306,674,51.6079632465544, 6.11224489795918
Imuk Poi,83,2145,813,890,671,362,53.9493293591654,227,88,0,0,25,36,235,73,162,93,696,315,45.2586206896552, 6.20481927710843
Eŋipxuk Vokigei,60,1002,82,319,308,156,50.6493506493506,0,0,12,7,23,19,259,82,177,68,298,126,42.2818791946309, 3.55
Zeabik Vokigei,32,818,97,237,243,114,46.9135802469136,0,0,18,9,14,33,130,32,98,85,308,103,33.4415584415584, 3.5
Makiaipisi Nipta,65,1526,334,753,624,374,59.9358974358974,0,0,8,5,26,9,246,76,170,73,641,302,47.1138845553822, 4.8
Aseqa Oipa,90,1770,298,824,641,345,53.8221528861154,184,59,2,1,40,17,192,56,136,90,815,350,42.9447852760736, 3.57777777777778
Vioŋeki Ifet,32,814,135,304,257,152,59.1439688715953,0,0,0,0,16,10,104,32,72,10,259,128,49.4208494208494, 3.3125
Eŋipxuk Vokigei,60,1002,82,319,308,156,50.6493506493506,0,0,12,7,23,19,259,82,177,68,298,126,42.2818791946309, 3.55
Makiaipisi Nitip,40,691,118,228,195,114,58.4615384615385,0,0,0,0,17,8,111,32,79,32,339,161,47.4926253687316, 3.825
Taneba Vokigei,54,727,86,338,261,169,64.7509578544061,0,0,0,0,10,11,83,26,57,38,280,120,42.8571428571429, 3.7962962962963
Aseqa Oipa,90,1770,298,824,641,345,53.8221528861154,184,59,2,1,40,17,192,56,136,90,815,350,42.9447852760736, 3.57777777777778
Klegna Ainigdine,65,1924,389,963,762,402,52.755905511811,266,79,1,1,40,20,227,61,166,38,740,390,52.7027027027027, 5.90769230769231
University of Kaeshar 4 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Einep Aivik,64,1021,103,250,222,125,56.3063063063063,0,0,2,0,23,11,233,59,174,44,323,160,49.5356037151703, 1.078125
Klegna Ainigdine,83,1030,63,311,344,141,40.9883720930233,0,0,64,29,35,15,316,78,238,91,396,181,45.7070707070707, -1.49397590361446
Vipoi Abu,32,941,364,272,302,133,44.0397350993377,0,0,12,6,27,83,152,27,125,62,257,100,38.9105058365759, 1.4375
Taneba Fiqup,153,1918,188,2013,1615,865,53.5603715170279,451,165,6,3,111,23,293,73,220,88,851,406,47.7085781433608, -0.77124183006536
Einep Abu,65,1614,508,508,453,205,45.2538631346578,195,59,16,6,32,13,219,48,171,33,393,195,49.618320610687, -1.75384615384615
Einep Aivik,64,1021,103,250,222,125,56.3063063063063,0,0,2,0,23,11,233,59,174,44,323,160,49.5356037151703, 1.078125
Vioŋeki Zonaqa,113,2879,261,929,1003,418,41.6749750747757,98,26,74,40,92,32,622,139,483,211,1164,545,46.8213058419244, -0.451327433628319
Nipka Kivi,64,1244,208,263,355,118,33.2394366197183,0,0,56,27,26,16,162,36,126,45,516,280,54.2635658914729, -4.3125
Nipka Aivik,64,1350,101,645,610,315,51.6393442622951,0,0,18,15,43,15,191,45,146,70,520,251,48.2692307692308, -3.5625
Einep Abu,65,1614,508,508,453,205,45.2538631346578,195,59,16,6,32,13,219,48,171,33,393,195,49.618320610687, -1.75384615384615
Eiqe Poi,64,1544,124,300,361,144,39.8891966759003,0,0,48,12,59,11,389,86,303,63,456,238,52.1929824561403, -3.9375
Eke Neksap,66,1069,84,314,358,148,41.340782122905,0,0,40,18,33,7,230,56,174,52,450,232,51.5555555555556, -1.87878787878788
Nipka Kivi,64,1244,208,263,355,118,33.2394366197183,0,0,56,27,26,16,162,36,126,45,516,280,54.2635658914729, -4.3125
Nipka Aivik,64,1350,101,645,610,315,51.6393442622951,0,0,18,15,43,15,191,45,146,70,520,251,48.2692307692308, -3.5625
Klegna Abu,90,2553,625,1090,925,419,45.2972972972973,409,130,9,7,84,24,291,81,210,45,950,487,51.2631578947368, -2.62222222222222
University of Kaeshar 5 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Teva Fiqup,103,995,55,204,194,99,51.0309278350515,0,0,14,6,24,6,252,66,186,21,191,75,39.2670157068063, -0.320388349514563
Vioŋeki Mopke,82,1719,515,597,667,290,43.4782608695652,0,0,36,17,47,20,393,92,301,139,613,264,43.0668841761827, 0.146341463414634
Pezi Ifet,106,3331,417,1793,1584,721,45.5176767676768,582,164,42,23,124,25,429,87,342,152,1277,628,49.177760375881, -3.56603773584906
Dipaia Tituqu,37,804,217,743,650,369,56.7692307692308,0,0,8,5,37,14,124,36,88,30,281,136,48.3985765124555, -2.51351351351351
Einep Vevapi,32,669,247,256,231,107,46.3203463203463,76,13,2,2,13,5,88,18,70,9,195,85,43.5897435897436, -2.125
Teva Fiqup,103,995,55,204,194,99,51.0309278350515,0,0,14,6,24,6,252,66,186,21,191,75,39.2670157068063, -0.320388349514563
Vioŋeki Mopke,82,1719,515,597,667,290,43.4782608695652,0,0,36,17,47,20,393,92,301,139,613,264,43.0668841761827, 0.146341463414634
Dezik Nide,82,1320,92,314,373,141,37.8016085790885,0,0,62,32,84,14,179,45,134,64,472,236,50, -5.58536585365854
Eŋipxuk Depazeoni,101,3095,375,2177,1869,866,46.3349384697699,624,230,91,78,136,20,407,93,314,81,1369,726,53.0314097881665, -5.24752475247525
Eiqe Nole,66,1614,242,653,521,262,50.2879078694818,203,62,8,3,53,18,194,39,155,32,468,232,49.5726495726496, -1.95454545454545
Zeabik Vokigei,96,3667,139,650,759,313,41.2384716732543,0,0,70,24,103,15,1169,268,901,58,794,430,54.1561712846348, -3.6875
Kudqoatlop Neksap,32,806,44,54,63,24,38.0952380952381,0,0,14,6,32,7,123,25,98,28,317,190,59.9369085173502, -6.40625
Eŋipxuk Bitsekzeba,2,23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11,7,63.6363636363636, -2.5
Biplatza Ainigdine,95,3493,196,1285,1458,556,38.1344307270233,65,14,234,149,222,32,402,90,312,85,1626,866,53.259532595326, -9.03157894736842
Eiqe Nole,66,1614,242,653,521,262,50.2879078694818,203,62,8,3,53,18,194,39,155,32,468,232,49.5726495726496, -1.95454545454545
University of Lizabechai players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Analu Sayasone,64,1705,206,663,555,274,49.3693693693694,180,50,4,2,31,15,378,95,283,54,630,337,53.4920634920635, 2.78125
Kelii Keobounphanh,64,1593,195,460,417,222,53.2374100719424,0,0,30,16,33,26,495,121,374,102,554,241,43.5018050541516, 1.265625
Lani Vatthana,135,3423,512,2103,1777,882,49.634214969049,563,162,21,13,128,46,455,121,334,161,1277,593,46.4369616288175, 2.57037037037037
Makan Savang,100,3074,521,1154,1027,571,55.5988315481986,0,0,26,12,62,42,303,99,204,78,1429,801,56.0531840447866, 2.1
Paxathipatai Keobunta,99,972,237,581,425,244,57.4117647058823,126,49,0,0,34,11,134,38,96,45,339,153,45.1327433628319, 1.82828282828283
Analu Sayasone,64,1705,206,663,555,274,49.3693693693694,180,50,4,2,31,15,378,95,283,54,630,337,53.4920634920635, 2.78125
Kelii Keobounphanh,64,1593,195,460,417,222,53.2374100719424,0,0,30,16,33,26,495,121,374,102,554,241,43.5018050541516, 1.265625
Koa Soulignavong,59,1132,184,369,352,177,50.2840909090909,0,0,28,15,23,28,142,36,106,78,408,179,43.8725490196078, -0.135593220338983
Kimo Sisoulith,23,339,34,132,105,58,55.2380952380952,29,11,0,0,14,4,44,10,34,6,157,75,47.7707006369427, 1.60869565217391
Phetdum Thammavong,125,4621,1911,2510,2045,1064,52.0293398533007,604,189,5,5,120,59,636,149,487,98,1793,914,50.9760178471835, 1.488
Xaisomboun Bouvanaat,52,827,103,256,254,127,50,0,0,12,2,18,3,203,54,149,21,328,194,59.1463414634146, -0.326923076923077
Konala Sayasone,104,2821,469,1053,942,524,55.6263269639066,0,0,14,5,78,35,457,102,355,111,1095,601,54.8858447488584, -1.01923076923077
Koa Soulignavong,59,1132,184,369,352,177,50.2840909090909,0,0,28,15,23,28,142,36,106,78,408,179,43.8725490196078, -0.135593220338983
Kye Sonexarth,58,1123,77,428,376,211,56.1170212765958,0,0,10,6,28,10,137,36,101,20,486,262,53.9094650205761, 1.27586206896552
Phetdum Thammavong,125,4621,1911,2510,2045,1064,52.0293398533007,604,189,5,5,120,59,636,149,487,98,1793,914,50.9760178471835, 1.488
University of Levikeana Solvae players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Akamu Soulignavong,150,2621,98,649,584,320,54.7945205479452,0,0,30,9,33,18,768,178,590,90,533,277,51.9699812382739, 0.566666666666667
Aulii Savang,116,2402,546,1571,1290,783,60.6976744186046,0,0,16,5,74,29,580,153,427,146,890,438,49.2134831460674, 2.69827586206897
Phetdum Savang,70,1719,141,710,592,355,59.9662162162162,0,0,0,0,35,20,187,40,147,61,633,291,45.9715639810427, 3.11428571428571
Xaisomboun Thiamphasone,64,1569,251,649,553,279,50.4520795660036,175,38,4,3,35,12,172,38,134,36,672,360,53.5714285714286, 3.984375
Bane Souksanh,107,2406,1079,938,956,460,48.1171548117155,0,0,30,18,81,381,275,59,216,90,454,180,39.647577092511, 3.74766355140187
Keoki Phommasane,98,746,133,308,240,127,52.9166666666667,87,24,0,0,19,4,170,49,121,33,266,135,50.7518796992481, 1.02040816326531
Mya Menorath,64,1259,142,425,392,204,52.0408163265306,0,0,26,17,24,17,223,72,151,89,418,193,46.1722488038278, 2.046875
Phetdum Savang,70,1719,141,710,592,355,59.9662162162162,0,0,0,0,35,20,187,40,147,61,633,291,45.9715639810427, 3.11428571428571
Kelii Saengsavang,51,1076,127,350,309,175,56.6343042071197,0,0,0,0,24,7,137,23,114,20,506,280,55.3359683794466, 0.745098039215686
Akamu Vongsay,32,705,119,248,216,99,45.8333333333333,80,27,2,2,18,2,72,17,55,10,237,125,52.7426160337553, 0.125
Keoki Phommasane,98,746,133,308,240,127,52.9166666666667,87,24,0,0,19,4,170,49,121,33,266,135,50.7518796992481, 1.02040816326531
Mya Menorath,64,1259,142,425,392,204,52.0408163265306,0,0,26,17,24,17,223,72,151,89,418,193,46.1722488038278, 2.046875
Keon Douangvily,64,1425,141,544,499,272,54.5090180360721,0,0,2,0,30,20,137,36,101,37,564,265,46.9858156028369, 2.546875
Kelii Saengsavang,51,1076,127,350,309,175,56.6343042071197,0,0,0,0,24,7,137,23,114,20,506,280,55.3359683794466, 0.745098039215686
Leilani Phothisarath,58,1119,232,270,271,135,49.8154981549816,0,0,0,0,30,11,137,40,97,16,446,211,47.3094170403587, -0.46551724137931
University of Alieosia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Malo Phanivong,68,1895,139,632,605,314,51.900826446281,0,0,6,4,32,28,673,184,489,121,489,199,40.6952965235174, 1.48529411764706
Kelii Khotpanya,75,1405,217,517,457,255,55.7986870897155,0,0,14,7,38,11,249,63,186,117,513,241,46.9785575048733, 2.84
Keon Keothavong,83,1905,338,1457,1209,605,50.0413564929694,376,125,12,8,56,102,310,85,225,136,584,234,40.0684931506849, 3.31325301204819
Aulii Vongsay,64,1586,240,610,504,303,60.1190476190476,0,0,4,4,27,21,141,34,107,17,686,363,52.9154518950437, 0.765625
Lilo Phomsouvanh,95,2444,838,674,694,330,47.5504322766571,0,0,26,14,53,12,332,89,243,68,814,380,46.6830466830467, 1.30526315789474
Kawaii Thepsenavong,55,948,105,338,285,169,59.2982456140351,0,0,0,0,17,13,201,55,146,49,323,169,52.3219814241486, 3.05454545454545
Koa Thiamphasone,55,1188,119,352,353,175,49.5750708215297,0,0,2,2,24,6,221,65,156,58,437,259,59.2677345537757, 0.4
Lani Siphandon,61,1083,180,385,334,192,57.4850299401198,0,0,4,1,19,11,124,32,92,53,348,149,42.816091954023, 0.147540983606557
Aulii Vongsay,64,1586,240,610,504,303,60.1190476190476,0,0,4,4,27,21,141,34,107,17,686,363,52.9154518950437, 0.765625
Kelii Phoutthasinh,126,2752,854,1116,998,553,55.4108216432866,0,0,24,10,69,24,330,86,244,87,1018,465,45.6777996070727, 1.33333333333333
Kawaii Thepsenavong,55,948,105,338,285,169,59.2982456140351,0,0,0,0,17,13,201,55,146,49,323,169,52.3219814241486, 3.05454545454545
Koa Thiamphasone,55,1188,119,352,353,175,49.5750708215297,0,0,2,2,24,6,221,65,156,58,437,259,59.2677345537757, 0.4
Maik Savang,24,303,56,101,91,49,53.8461538461538,0,0,6,3,6,12,27,6,21,18,86,43,50, 1.33333333333333
Koa Phommathep,63,963,131,380,329,159,48.3282674772036,104,37,2,1,15,10,90,18,72,23,423,192,45.3900709219858, 3.76190476190476
Mya Keobunta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
University of Byisotia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Koa Phaophanit,64,1868,177,672,552,336,60.8695652173913,0,0,0,0,38,14,368,87,281,43,718,384,53.4818941504178, 1.171875
Ikaika Saysamongdy,68,1562,303,957,895,467,52.1787709497207,0,0,34,23,43,14,543,144,399,82,565,265,46.9026548672566, 1.36764705882353
Keon Bokeo,103,2986,529,1414,1200,587,48.9166666666667,376,103,9,6,61,37,328,77,251,91,1144,584,51.0489510489511, 11.4271844660194
Keon Siyavong,65,1242,247,582,458,246,53.7117903930131,149,48,0,0,29,11,146,38,108,25,520,294,56.5384615384615, 1.66153846153846
Analu Keobunta,71,1892,749,985,811,411,50.6781750924784,267,86,9,6,35,21,235,56,179,66,490,210,42.8571428571429, 1.85915492957746
Koa Phaophanit,64,1868,177,672,552,336,60.8695652173913,0,0,0,0,38,14,368,87,281,43,718,384,53.4818941504178, 1.171875
Keahi Inthisane,55,1176,183,464,389,229,58.8688946015424,0,0,6,6,18,4,234,66,168,22,438,248,56.62100456621, -1.67272727272727
Paxathipatai Thammasith,67,1725,125,672,611,333,54.5008183306056,0,0,6,6,41,19,212,44,168,57,681,347,50.9544787077827, -1.88059701492537
Keon Siyavong,65,1242,247,582,458,246,53.7117903930131,149,48,0,0,29,11,146,38,108,25,520,294,56.5384615384615, 1.66153846153846
Havika Khotpanya,55,999,228,221,214,108,50.4672897196262,0,0,12,5,11,4,129,35,94,18,308,156,50.6493506493506, 0.0545454545454545
Konala Somphousiharath,53,669,37,270,241,127,52.6970954356847,0,0,26,16,11,3,147,25,122,21,215,116,53.953488372093, -0.716981132075472
Keahi Inthisane,55,1176,183,464,389,229,58.8688946015424,0,0,6,6,18,4,234,66,168,22,438,248,56.62100456621, -1.67272727272727
Paxathipatai Thammasith,67,1725,125,672,611,333,54.5008183306056,0,0,6,6,41,19,212,44,168,57,681,347,50.9544787077827, -1.88059701492537
Sathanalat Vongsay,80,1657,249,624,547,263,48.0804387568556,184,47,0,0,32,11,186,50,136,25,659,377,57.2078907435508, -0.8125
Havika Khotpanya,55,999,228,221,214,108,50.4672897196262,0,0,12,5,11,4,129,35,94,18,308,156,50.6493506493506, 0.0545454545454545
University of Hkamnsi players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Mya Bokeo,96,1637,147,457,522,221,42.3371647509579,0,0,36,15,52,14,768,190,578,67,441,229,51.9274376417234, -2.5625
Lae Saenthavisouk,75,1763,205,536,584,263,45.0342465753425,0,0,26,10,51,17,300,67,233,100,653,345,52.833078101072, -2.13333333333333
Havika Cheruene,32,618,106,545,469,208,44.3496801705757,175,54,38,26,31,7,132,30,102,27,180,90,50, 1
Liko Ketthavong,66,1396,118,863,796,429,53.894472361809,0,0,12,5,60,15,162,34,128,46,564,279,49.468085106383, -2.81818181818182
Kimo Vongphakdy,64,1669,673,597,491,249,50.7128309572301,168,47,3,2,27,13,219,47,172,24,495,241,48.6868686868687, -1.0625
Mya Bokeo,96,1637,147,457,522,221,42.3371647509579,0,0,36,15,52,14,768,190,578,67,441,229,51.9274376417234, -2.5625
Lae Saenthavisouk,75,1763,205,536,584,263,45.0342465753425,0,0,26,10,51,17,300,67,233,100,653,345,52.833078101072, -2.13333333333333
Akamu Thammasith,58,1333,188,397,400,198,49.5,0,0,4,1,41,20,163,37,126,44,465,261,56.1290322580645, -2.67241379310345
Liko Ketthavong,66,1396,118,863,796,429,53.894472361809,0,0,12,5,60,15,162,34,128,46,564,279,49.468085106383, -2.81818181818182
Kimo Vongphakdy,64,1669,673,597,491,249,50.7128309572301,168,47,3,2,27,13,219,47,172,24,495,241,48.6868686868687, -1.0625
Koa Thiamphasone,63,1325,125,501,420,203,48.3333333333333,165,49,10,4,23,9,293,59,234,33,471,250,53.0785562632696, -0.761904761904762
Aulii Khamchanh,99,1429,71,588,577,292,50.6065857885615,0,0,6,4,35,9,238,56,182,48,559,302,54.0250447227191, -1.02020202020202
Keanu Vongphakdy,110,2713,188,1395,1417,691,48.7649964714185,0,0,28,13,157,35,297,66,231,81,1017,518,50.9341199606686, -5.11818181818182
Malo Thepsenavong,64,1719,273,776,656,315,48.0182926829268,233,68,6,5,40,13,189,45,144,29,643,354,55.054432348367, -1.484375
Paxathipatai Siyavong,36,816,141,191,170,77,45.2941176470588,76,15,0,0,23,6,105,22,83,9,248,127,51.2096774193548, -2.80555555555556
University of Vrelinku players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Lae Bouvanaat,96,3808,380,971,845,482,57.0414201183432,0,0,10,7,49,23,1281,330,951,108,829,434,52.3522316043426, -2.16666666666667
Malo Vongsay,58,985,110,607,581,302,51.9793459552496,0,0,6,3,23,6,188,42,146,62,321,148,46.1059190031153, 1.06896551724138
Lae Thepsenavong,85,2105,504,969,929,477,51.3455328310011,0,0,28,15,59,22,347,94,253,113,782,347,44.3734015345268, 1.23529411764706
Kaili Vatthana,66,1510,234,661,541,287,53.0499075785582,167,42,0,0,38,14,195,42,153,34,625,323,51.68, 1.77272727272727
Lilo Cheruene,87,2036,899,1024,904,416,46.0176991150442,316,93,22,17,56,43,251,68,183,73,540,227,42.037037037037, 1.63218390804598
Lae Bouvanaat,96,3808,380,971,845,482,57.0414201183432,0,0,10,7,49,23,1281,330,951,108,829,434,52.3522316043426, -2.16666666666667
Malo Vongsay,58,985,110,607,581,302,51.9793459552496,0,0,6,3,23,6,188,42,146,62,321,148,46.1059190031153, 1.06896551724138
Keon Phothisarath,84,1621,217,559,510,246,48.2352941176471,85,20,26,17,40,9,168,41,127,31,691,415,60.0578871201158, -1.77380952380952
Koa Somphousiharath,32,665,68,285,221,117,52.9411764705882,80,29,2,1,17,5,75,15,60,29,261,134,51.3409961685824, 0.25
Phetdum Sonexarth,28,587,99,149,144,73,50.6944444444444,0,0,8,3,10,4,64,19,45,13,158,71,44.9367088607595, -3.71428571428571
Keahi Vongsay,64,528,32,198,175,99,56.5714285714286,0,0,0,0,12,7,126,36,90,19,238,125,52.5210084033614, -1.046875
Kelii Siphandon,64,1734,65,589,554,294,53.0685920577617,0,0,4,1,39,16,316,73,243,93,628,316,50.3184713375796, -0.609375
Koa Saengsavang,68,2763,468,1323,1244,548,44.0514469453376,430,106,14,13,118,33,309,73,236,76,1309,701,53.5523300229183, -4.88235294117647
Xaisomboun Thonemany,21,300,17,128,96,64,66.6666666666667,0,0,0,0,7,4,26,9,17,5,128,69,53.90625, -1.71428571428571
Phetdum Khotpanya,74,2241,632,848,794,334,42.0654911838791,329,87,25,18,75,26,294,64,230,77,864,422,48.8425925925926, -2.72972972972973
University of Lveinta players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kaili Menorath,96,1732,364,1002,774,501,64.7286821705426,0,0,0,0,25,21,827,236,591,86,581,279,48.0206540447504, 4.17708333333333
Phonesavanh Saysamongdy,112,3853,719,1581,1612,726,45.0372208436725,0,0,170,129,90,42,844,189,655,229,1538,757,49.2197659297789, 5.84821428571429
Paxathipatai Thiamphasone,104,3056,313,1595,1269,649,51.1426319936958,419,127,28,16,78,29,369,100,269,170,1257,611,48.6077963404932, 3.84615384615385
Keon Khouphongsy,115,2418,534,1577,1405,643,45.7651245551601,403,123,50,45,68,27,283,72,211,97,1018,495,48.6247544204322, 1.75652173913043
Kimo Khamchanh,75,2241,745,877,717,367,51.1854951185495,232,67,0,0,43,24,270,66,204,73,702,353,50.2849002849003, 4.73333333333333
Kimo Khouphongsy,62,1281,162,425,407,209,51.3513513513513,0,0,14,7,24,21,287,65,222,57,437,216,49.4279176201373, 0.951612903225806
