University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Tri_National_Dominion	Gunther Fichtner	1	50	57	30	14	12	38	27	44	34	89	94	D	19	34.33	-1	1	1	0	0
Tri_National_Dominion	Stephan Gradl	2	31	36	35	16	6	28	23	85	41	74	84	D	19	40.36	-1	1	1	0	0
Tri_National_Dominion	Gunther Gerhardt	3	10	12	12	21	13	13	17	18	20	79	51	F	21	17.94	-1	1	1	0	0
Tri_National_Dominion	Carsten Wagenseil	4	65	43	58	44	68	39	40	34	96	40	79	D+	19	57.29	-1	1	1	0	0
Tri_National_Dominion	Harri Wagenseil	5	17	8	46	38	38	33	23	8	29	46	56	C	20	32.72	-1	1	1	0	0
Tri_National_Dominion	Louis Herber	1	34	30	12	8	11	28	40	83	23	43	57	C	19	33.96	-1	1	1	0	0
Tri_National_Dominion	Alfred Weidenmann	2	75	66	53	10	36	54	30	62	78	58	62	C	19	51.42	-1	1	1	0	0
Tri_National_Dominion	Marko Schwarz	3	24	24	27	37	5	65	19	22	9	68	54	F+	20	26.86	-1	1	1	0	0
Tri_National_Dominion	Noah Kluck	4	21	16	119	49	53	56	24	45	57	57	49	C	19	57.95	-1	1	1	0	0
Tri_National_Dominion	Günther Kautz	5	35	32	29	35	69	49	76	32	21	44	63	D+	21	46.52	-1	1	1	0	0
Tri_National_Dominion	Niko Unterberger	1	108	99	20	6	17	36	24	113	77	34	102	C	18	51.77	-1	1	1	0	0
Tri_National_Dominion	Noah Lettmann	2	50	40	18	34	11	71	45	33	30	40	75	D+	18	39.02	-1	1	1	0	0
Tri_National_Dominion	Günther Bischoff	3	57	57	37	21	41	27	20	62	35	92	79	D	21	36.41	-1	1	1	0	0
Tri_National_Dominion	Ingo Gradl	4	11	14	14	14	9	18	22	5	22	77	61	F	18	17.75	-1	1	1	0	0
Tri_National_Dominion	Niclas Unterberger	5	19	10	30	47	69	31	51	28	46	23	52	D	18	43.73	-1	1	1	0	0
University of Tri_National_Dominion 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Tri_National_Dominion	Volkhardt Habicht	1	82	81	15	14	41	46	65	28	41	95	83	D+	22	40.29	-1	1	1	0	0
Tri_National_Dominion	Oskar Stengel	2	7	15	19	8	11	7	23	21	7	26	86	D	20	18.01	-1	1	1	0	0
Tri_National_Dominion	Konrad Schuttler	3	63	60	57	33	13	35	26	7	36	44	83	D	20	33.54	-1	1	1	0	0
Tri_National_Dominion	Volker Weidenmann	4	10	9	8	19	10	24	27	10	11	51	50	D+	21	16.89	-1	1	1	0	0
Tri_National_Dominion	Alfred Schröpfer	5	9	19	5	30	21	21	21	10	18	90	60	D	21	20.49	-1	1	1	0	0
Tri_National_Dominion	Nico Quattlebaum	1	54	50	30	22	23	56	45	63	65	22	71	C	20	48.43	-1	1	1	0	0
Tri_National_Dominion	Noah Waldstein	2	17	17	17	14	9	19	14	34	19	20	86	D+	21	22.83	-1	1	1	0	0
Tri_National_Dominion	Volker Alt	3	61	66	75	40	31	69	27	92	57	75	68	D+	21	55.78	-1	1	1	0	0
Tri_National_Dominion	Marcel Nesselrode	4	8	8	38	26	7	5	29	13	31	58	92	D	20	26.17	-1	1	1	0	0
Tri_National_Dominion	Marcel Wagenseil	5	18	10	26	27	59	25	38	8	45	79	67	C	19	35.50	-1	1	1	0	0
Tri_National_Dominion	Detlef Nesselrode	1	55	67	27	13	37	60	52	125	41	69	82	D	19	56.23	-1	1	1	0	0
Tri_National_Dominion	Uwe Klostermann	2	56	58	23	31	11	19	37	60	64	36	65	F+	19	40.21	-1	1	1	0	0
Tri_National_Dominion	Volkhardt Fichtner	3	41	58	88	28	51	49	47	64	65	37	82	C+	20	57.37	-1	1	1	0	0
Tri_National_Dominion	Marcel Nesselrode	4	28	38	52	67	38	60	35	33	61	35	61	D+	21	50.87	-1	1	1	0	0
Tri_National_Dominion	Oskar Fein	5	53	56	39	52	90	31	24	29	23	18	85	F+	22	45.04	-1	1	1	0	0
University of Imperial Institute at Faehrenfall	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aeridani	Hekki Sadaharu	1	66	67	18	5	12	15	36	55	75	12	61	C	19	37.44	-1	1	1	0	0
Aeridani	Takishima Kunimichi	2	104	102	39	29	92	38	69	58	67	84	89	C+	20	57.62	-1	1	1	0	0
Aeridani	Hekki Seiki	3	66	56	45	47	48	58	34	21	47	87	88	D	20	45.35	-1	1	1	0	0
Aeridani	Matsuyama Harumi	4	37	43	81	54	79	45	76	33	71	95	73	C	19	63.80	-1	1	1	0	0
Aeridani	Nobira Danjuro	5	19	12	52	50	58	25	21	11	38	93	64	D	19	38.68	-1	1	1	0	0
Aeridani	Kotobuki Ton	1	75	54	9	17	42	34	51	76	34	68	82	C+	18	41.93	-1	1	1	0	0
Aeridani	Muramoto Tokaji	2	92	70	66	30	56	53	42	103	54	36	69	C	21	60.61	-1	1	1	0	0
Aeridani	Kujira Yoriyuki	3	51	62	42	21	62	65	20	29	56	41	95	F+	21	45.51	-1	1	1	0	0
Aeridani	Kajiki Yuji	4	25	9	22	18	30	39	52	10	57	70	48	C	18	33.78	-1	1	1	0	0
Aeridani	Amari Yujiro	5	32	24	59	39	79	30	45	17	44	42	108	D	19	49.52	-1	1	1	0	0
Aeridani	Yasutake Toshiyuki	1	27	33	11	12	23	52	24	48	30	49	59	C+	18	32.10	-1	1	1	0	0
Aeridani	Komatsu Isei	2	68	38	90	42	33	106	42	63	47	42	88	C	21	63.82	-1	1	1	0	0
Aeridani	Nagata Tadashi	3	73	81	37	27	54	32	59	71	42	76	54	C+	18	45.59	-1	1	1	0	0
Aeridani	Rael Takeichi	4	19	21	64	31	26	36	44	11	63	7	68	D+	18	42.70	-1	1	1	0	0
Aeridani	Muramoto Higashikuni	5	14	14	90	56	46	51	75	35	68	94	65	D+	18	59.02	-1	1	1	0	0
University of Avura Aviation & Economics (A&E)	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aeridani	Ogino Shunmyo	1	76	88	27	26	33	20	33	103	49	61	89	D+	19	46.51	-1	1	1	0	0
Aeridani	Sasagawa Sadaharu	2	108	143	56	55	54	45	44	62	55	44	74	D+	21	54.40	-1	1	1	0	0
Aeridani	Komori Kazuko	3	31	29	24	39	32	49	67	15	38	63	68	D	20	39.20	-1	1	1	0	0
Aeridani	Yukiyama Ethanthovok	4	28	24	45	12	21	17	38	7	38	46	66	D+	19	28.77	-1	1	1	0	0
Aeridani	Kuronuma Tomoyuki	5	15	19	40	48	58	26	27	34	51	57	66	C+	19	40.91	-1	1	1	0	0
Aeridani	Takamitsu Tomoyuki	1	140	106	18	14	49	48	109	133	73	70	97	C	19	72.01	-1	1	1	0	0
Aeridani	Nagata Saikaku	2	112	99	51	38	32	43	56	97	67	55	105	C+	18	61.95	-1	1	1	0	0
Aeridani	Nomi Yoshiiku	3	64	70	38	31	23	48	65	45	91	35	73	F+	18	52.38	-1	1	1	0	0
Aeridani	Fihana Masu	4	25	49	64	66	22	13	41	17	46	75	66	D+	20	42.52	-1	1	1	0	0
Aeridani	Métro Sumiteru	5	46	31	70	57	87	49	32	40	36	59	84	C	19	55.08	-1	1	1	0	0
Aeridani	Kawata Sadaharu	1	46	44	18	16	29	50	56	82	53	51	78	C	18	48.89	-1	1	1	0	0
Aeridani	Nomura Sadaharu	2	102	104	91	16	36	79	72	79	33	56	75	C	18	62.90	-1	1	1	0	0
Aeridani	Yoshida Natsuo	3	31	40	91	11	44	83	62	40	60	98	99	F+	20	58.77	-1	1	1	0	0
Aeridani	Sugimoto Akio	4	70	46	117	91	51	44	72	34	62	45	62	C+	19	69.48	-1	1	1	0	0
Aeridani	Shishido Naizen	5	11	11	28	39	36	9	29	6	28	84	89	D+	18	29.02	-1	1	1	0	0
University of University of Central Paradaniton	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aeridani	Muramoto Sanzo	1	54	74	22	5	14	33	27	73	52	39	96	D+	20	40.18	-1	1	1	0	0
Aeridani	Nomura Misao	2	73	76	12	14	23	40	44	95	32	11	55	D	20	42.76	-1	1	1	0	0
Aeridani	Handa Tadashi	3	38	38	9	23	20	22	41	34	15	20	76	F+	18	25.59	-1	1	1	0	0
Aeridani	Mawatari Toyozo	4	27	30	32	33	31	55	46	16	73	14	79	D	21	43.88	-1	1	1	0	0
Aeridani	Kajiki Hikozaemon	5	36	25	36	32	52	17	32	11	16	14	61	D	21	31.19	-1	1	1	0	0
Aeridani	Muramoto Emperiok	1	80	69	26	17	32	35	57	86	72	70	76	D+	19	52.30	-1	1	1	0	0
Aeridani	Nagasawa Harumi	2	57	67	56	11	41	25	43	114	61	79	74	F+	19	55.89	-1	1	1	0	0
Aeridani	Miyoshi Danjuro	3	48	44	72	22	43	73	34	29	28	55	75	F+	20	44.15	-1	1	1	0	0
Aeridani	Iwayanagi Hirokazu	4	56	59	34	87	34	45	20	35	58	25	67	D	20	47.46	-1	1	1	0	0
Aeridani	Rael Goro	5	48	57	55	50	59	44	63	28	21	41	84	C	19	48.92	-1	1	1	0	0
Aeridani	Domen Hikozaemon	1	52	32	21	18	6	57	50	93	36	56	85	D	20	47.18	-1	1	1	0	0
Aeridani	Miyoshi Shoraku	2	110	106	40	37	67	60	45	38	65	44	94	C	18	52.98	-1	1	1	0	0
Aeridani	Kôzuke Sanraku	3	48	50	27	18	46	95	49	52	68	85	81	F+	20	53.00	-1	1	1	0	0
Aeridani	Sugimoto Kamlyn	4	36	31	32	39	24	56	52	20	44	49	67	C	18	39.67	-1	1	1	0	0
Aeridani	Himi Bunrakuken	5	68	65	89	58	83	40	29	26	20	66	87	C+	18	53.10	-1	1	1	0	0
University of Chizait University	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aeridani	Watsuji Tamuramaro	1	27	27	10	10	17	38	42	31	19	79	52	F	19	26.98	-1	1	1	0	0
Aeridani	Rezinal Sadaharu	2	35	44	38	16	37	32	56	64	78	52	94	D	18	52.31	-1	1	1	0	0
Aeridani	Watsuji Takeji	3	49	36	44	18	33	33	20	48	42	23	70	F+	21	36.00	-1	1	1	0	0
Aeridani	Nomi Seiho	4	60	50	44	49	22	34	17	7	20	95	96	D+	18	33.12	-1	1	1	0	0
Aeridani	Muramoto Toshiyuki	5	16	13	28	16	15	20	21	14	19	19	85	D	20	22.27	-1	1	1	0	0
Aeridani	Higashi Juzaburo	1	32	34	21	19	20	32	36	46	40	66	68	F+	19	34.30	-1	1	1	0	0
Aeridani	Wakayama Seiho	2	107	124	28	7	83	61	47	79	39	77	75	D	21	52.42	-1	1	1	0	0
Aeridani	Wakuni Kamlyn	3	53	51	22	9	60	42	12	48	72	56	67	F+	20	40.42	-1	1	1	0	0
Aeridani	Suda Hideki	4	67	60	56	59	59	23	24	20	67	76	79	C	19	48.59	-1	1	1	0	0
Aeridani	Steve Sadaharu	5	32	25	37	22	84	37	34	15	45	93	76	C	20	42.77	-1	1	1	0	0
Aeridani	Mawatari Aeridaniok	1	47	45	49	26	26	35	60	43	49	75	83	C+	19	44.72	-1	1	1	0	0
Aeridani	Nomi Sanzo	2	68	69	38	8	20	29	29	34	8	29	87	F+	18	28.53	-1	1	1	0	0
Aeridani	Koyanagi Gihei	3	53	68	54	40	31	58	44	43	40	104	62	D+	21	45.00	-1	1	1	0	0
Aeridani	Hiroshima Goro	4	68	67	72	85	53	46	45	22	95	105	58	D+	18	63.19	-1	1	1	0	0
Aeridani	Fujikawa Taki	5	31	35	82	49	64	22	39	42	45	98	84	D	21	49.88	-1	1	1	0	0
University of Imperial Institute at Levzent	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aeridani	Miyara Tomiji	1	76	79	31	14	8	22	53	57	52	38	88	C	18	40.96	-1	1	1	0	0
Aeridani	Jin Tetsuya	2	35	32	20	14	11	17	32	31	28	10	89	D+	19	27.37	-1	1	1	0	0
Aeridani	Kammuri Taki	3	65	77	95	45	80	90	98	82	56	64	90	D+	20	76.80	-1	1	1	0	0
Aeridani	Uozumi Dayu	4	46	58	104	61	45	55	54	43	104	79	88	C	20	70.22	-1	1	1	0	0
Aeridani	Takishima Azumamaro	5	20	19	49	32	34	5	7	18	38	73	56	D	19	27.00	-1	1	1	0	0
Aeridani	Takishima Jo	1	55	54	40	17	28	39	33	65	44	72	72	D+	20	41.62	-1	1	1	0	0
Aeridani	Uozumi Sanraku	2	41	39	49	7	18	24	24	56	48	39	74	D	19	37.74	-1	1	1	0	0
Aeridani	Steve Shirosama	3	54	59	19	19	50	68	71	29	74	78	92	D	18	51.07	-1	1	1	0	0
Aeridani	Okumura Seiho	4	36	28	59	67	25	31	51	23	20	63	80	D+	18	42.27	-1	1	1	0	0
Aeridani	Wakuni Sadaharu	5	56	46	56	46	112	53	24	44	77	70	75	D+	19	59.79	-1	1	1	0	0
Aeridani	Komatsu Toyozo	1	96	116	52	7	38	69	75	148	40	72	89	C	19	68.14	-1	1	1	0	0
Aeridani	Lvieknim Aeridaniok	2	17	19	24	35	57	38	44	50	52	97	71	D	20	43.64	-1	1	1	0	0
Aeridani	Koguma Hirokazu	3	6	13	52	20	32	38	60	12	15	43	64	D+	18	33.52	-1	1	1	0	0
Aeridani	Kai Hirotada	4	73	70	40	23	11	60	21	18	86	30	89	D+	18	42.25	-1	1	1	0	0
Aeridani	Kôzuke Tadashi	5	42	44	47	57	106	117	35	28	36	42	87	D+	18	64.78	-1	1	1	0	0
University of Western University	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aeridani	Suzuki Miyoko	1	18	11	25	7	16	14	17	27	14	46	68	D	19	19.96	-1	1	1	0	0
Aeridani	Horie Tetsuya	2	82	71	52	32	26	56	35	68	35	84	78	C	21	47.54	-1	1	1	0	0
Aeridani	Kammuri Ton	3	45	28	24	43	29	22	26	26	47	8	99	D	21	34.99	-1	1	1	0	0
Aeridani	Onishi Senichi	4	45	44	64	44	21	30	38	8	43	17	95	D	19	40.97	-1	1	1	0	0
Aeridani	Nomura Inejiro	5	27	30	47	26	56	24	34	21	32	42	53	D	19	35.74	-1	1	1	0	0
Aeridani	Murata Shoraku	1	35	38	13	14	13	22	30	61	12	45	93	D	21	28.87	-1	1	1	0	0
Aeridani	Takamitsu Nariaki	2	82	88	25	27	35	61	74	81	29	13	92	D+	21	53.32	-1	1	1	0	0
Aeridani	Yada Shusui	3	26	36	68	30	31	69	40	33	47	38	93	C	19	48.09	-1	1	1	0	0
Aeridani	Koyanagi Hirotada	4	64	64	62	47	32	67	18	8	43	40	58	D	18	42.65	-1	1	1	0	0
Aeridani	Yagi Yuji	5	22	16	39	31	42	41	11	11	18	69	64	F+	19	30.43	-1	1	1	0	0
Aeridani	Jojen Yoshifumi	1	34	33	28	17	18	65	24	88	67	12	61	D+	19	49.00	-1	1	1	0	0
Aeridani	Komatsu Okitsugu	2	16	20	24	54	15	8	31	31	37	32	69	F+	18	29.49	-1	1	1	0	0
Aeridani	Iwayanagi Yoshitora	3	37	41	47	88	48	91	39	41	21	45	93	C	21	52.76	-1	1	1	0	0
Aeridani	Yamataka Kiyohira	4	23	21	34	28	14	32	26	12	37	13	77	D	18	29.81	-1	1	1	0	0
Aeridani	Handa Yasushi	5	27	25	35	83	38	67	55	29	51	81	59	C	19	50.93	-1	1	1	0	0
University of Vikasa	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aiyota	Bingarra	1	29	26	9	14	14	29	14	36	59	75	49	D	19	28.97	-1	1	1	0	0
Aiyota	Belangana	2	8	15	11	11	8	13	7	12	25	28	87	F+	19	17.23	-1	1	1	0	0
Aiyota	Munglegarra	3	35	27	43	14	37	68	16	10	41	23	72	D	21	35.51	-1	1	1	0	0
Aiyota	Billingulbut	4	15	24	17	23	16	35	29	32	33	8	73	F	20	28.01	-1	1	1	0	0
Aiyota	Cocogo	5	26	22	40	36	25	39	27	13	13	70	60	D	19	29.82	-1	1	1	0	0
Aiyota	Bingarra	1	66	53	34	8	6	12	33	58	32	20	95	C+	19	32.82	-1	1	1	0	0
Aiyota	Yombeen	2	45	58	19	19	19	54	24	39	23	11	73	D	19	32.54	-1	1	1	0	0
Aiyota	Yombeen	3	42	33	23	21	38	19	37	35	26	16	90	F+	18	31.21	-1	1	1	0	0
Aiyota	Warnup	4	13	11	17	34	8	23	38	24	42	50	63	D	21	28.57	-1	1	1	0	0
Aiyota	Windella	5	22	26	57	24	47	45	27	31	21	11	74	D+	21	37.89	-1	1	1	0	0
Aiyota	Mungymia	1	72	65	44	13	6	31	34	69	13	56	54	D+	19	33.58	-1	1	1	0	0
Aiyota	Weer	2	34	46	53	14	52	28	45	73	46	62	96	D	20	48.63	-1	1	1	0	0
Aiyota	Bunyan	3	64	62	32	35	39	42	29	40	59	63	45	D	18	40.31	-1	1	1	0	0
Aiyota	Yondoora	4	15	7	31	46	14	13	29	8	38	75	85	D	20	30.47	-1	1	1	0	0
Aiyota	Gnuger	5	44	55	45	39	60	39	30	9	48	63	106	D+	21	43.72	-1	1	1	0	0
University of Akarine	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aiyota	Puttyyearra	1	56	53	33	12	19	40	36	98	16	91	112	D	21	42.87	-1	1	1	0	0
Aiyota	Bunyan	2	36	36	22	15	18	37	24	22	20	77	66	D+	19	25.83	-1	1	1	0	0
Aiyota	Yearndiemurra	3	9	13	6	13	12	32	11	8	8	55	77	F+	18	16.09	-1	1	1	0	0
Aiyota	Juuderbiddil	4	39	33	70	47	15	10	36	9	54	61	91	D	19	40.68	-1	1	1	0	0
Aiyota	Billingulbut	5	28	24	41	40	69	48	32	50	47	73	64	D	21	46.34	-1	1	1	0	0
Aiyota	Puttyyearra	1	116	108	37	23	8	34	71	94	42	76	57	C	21	49.83	-1	1	1	0	0
Aiyota	Midger	2	37	37	31	6	50	19	34	63	23	89	61	F+	21	34.32	-1	1	1	0	0
Aiyota	Gnuger	3	15	14	21	9	5	79	12	9	18	48	84	D	21	25.57	-1	1	1	0	0
Aiyota	Mungagee	4	62	46	44	61	32	38	52	23	50	16	77	C	19	45.97	-1	1	1	0	0
Aiyota	Pranga	5	22	29	27	54	49	44	68	17	20	79	72	D+	19	42.89	-1	1	1	0	0
Aiyota	Timblejoorany	1	71	72	13	5	9	20	22	59	46	92	76	F+	18	31.66	-1	1	1	0	0
Aiyota	Winnlip	2	72	70	54	10	14	53	58	59	58	32	69	C	20	50.56	-1	1	1	0	0
Aiyota	Warnup	3	38	42	26	37	28	60	24	19	14	53	95	D+	19	32.37	-1	1	1	0	0
Aiyota	Pranga	4	54	52	77	46	71	63	49	27	66	43	68	C+	20	58.48	-1	1	1	0	0
Aiyota	Moonoriguna	5	37	20	98	88	97	54	72	31	63	85	110	C	20	74.84	-1	1	1	0	0
University of Ciulo	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aiyota	Yembeane	1	20	30	16	11	19	23	31	28	31	26	50	D+	19	25.41	-1	1	1	0	0
Aiyota	Waltoko	2	32	20	27	10	18	19	25	44	38	27	95	C+	18	31.88	-1	1	1	0	0
Aiyota	Pranga	3	31	15	22	26	28	26	12	24	18	21	78	D	21	24.65	-1	1	1	0	0
Aiyota	Midger	4	39	44	65	28	40	27	17	32	26	12	99	C+	20	37.40	-1	1	1	0	0
Aiyota	Yadingallie	5	30	17	41	49	47	44	29	32	41	40	67	D+	19	41.19	-1	1	1	0	0
Aiyota	Wiberoo	1	27	26	20	6	12	44	23	40	10	23	86	F	19	27.11	-1	1	1	0	0
Aiyota	Tungabiddy	2	48	42	12	24	25	33	46	52	19	32	58	C	19	33.04	-1	1	1	0	0
Aiyota	Windella	3	43	34	24	26	25	33	19	28	50	71	75	C+	20	32.59	-1	1	1	0	0
Aiyota	Pranga	4	34	23	66	56	31	77	62	28	68	83	66	C	18	56.61	-1	1	1	0	0
Aiyota	Gnuger	5	43	25	55	65	51	37	21	24	39	58	92	D	21	44.50	-1	1	1	0	0
Aiyota	Nyning	1	40	42	20	33	19	55	57	49	44	62	54	C	18	42.58	-1	1	1	0	0
Aiyota	Moonoriguna	2	71	73	31	16	30	37	28	30	45	31	55	D	20	34.16	-1	1	1	0	0
Aiyota	Chichong	3	40	38	17	7	23	26	61	28	16	74	51	D	18	26.57	-1	1	1	0	0
Aiyota	Woganure	4	28	26	22	22	6	14	7	13	9	12	81	D+	18	17.41	-1	1	1	0	0
Aiyota	Jaroweer	5	13	5	12	10	32	13	11	14	23	92	70	D	18	19.28	-1	1	1	0	0
University of Yoka Tse	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Aiyota	Yombeen	1	38	31	16	16	14	44	38	68	59	40	77	D	19	42.65	-1	1	1	0	0
Aiyota	Namia	2	22	39	48	24	26	42	16	49	35	55	69	D+	19	37.05	-1	1	1	0	0
Aiyota	Wiberoo	3	22	16	36	10	19	10	24	9	10	34	88	D	21	20.54	-1	1	1	0	0
Aiyota	Mungagee	4	85	82	53	58	52	36	43	20	118	23	90	C	20	60.19	-1	1	1	0	0
Aiyota	Benben	5	32	30	34	81	83	55	70	16	27	13	92	D	20	56.83	-1	1	1	0	0
Aiyota	Yadingallie	1	31	31	33	44	10	75	36	85	25	27	47	D+	19	45.78	-1	1	1	0	0
Aiyota	Windella	2	27	34	32	5	21	38	37	83	74	41	72	D	19	48.83	-1	1	1	0	0
Aiyota	Tungabiddy	3	29	26	64	36	30	32	40	13	30	89	75	F+	21	36.83	-1	1	1	0	0
Aiyota	Mungagee	4	100	90	75	115	36	64	68	22	96	68	70	D+	21	72.29	-1	1	1	0	0
Aiyota	Jurorarra	5	15	9	31	60	104	29	48	28	38	34	60	C	18	50.21	-1	1	1	0	0
Aiyota	Mornay	1	56	102	15	15	29	52	40	129	86	105	90	D	22	61.02	-1	1	1	0	0
Aiyota	Bunyan	2	109	111	60	23	30	44	30	46	70	93	90	D	18	49.22	-1	1	1	0	0
Aiyota	Chichong	3	36	33	47	9	38	7	28	27	75	22	59	D+	20	36.29	-1	1	1	0	0
Aiyota	Yadingallie	4	36	31	59	38	32	15	51	14	44	91	69	C	18	39.44	-1	1	1	0	0
Aiyota	Boolway	5	13	19	81	21	23	29	20	24	21	85	89	F+	18	33.64	-1	1	1	0	0
University of Protopolis	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Czalliso	ilo	1	58	74	34	15	13	33	20	118	46	43	66	C	18	45.41	-1	1	1	0	0
Czalliso	noe	2	29	19	32	12	31	41	29	19	30	27	67	D	19	30.34	-1	1	1	0	0
Czalliso	roe	3	34	28	44	17	22	47	48	31	26	49	74	C+	19	35.54	-1	1	1	0	0
Czalliso	app	4	32	34	23	25	24	8	26	22	57	56	84	D	19	30.70	-1	1	1	0	0
Czalliso	ilo	5	26	26	29	44	47	35	23	39	25	71	86	F+	21	36.45	-1	1	1	0	0
Czalliso	ilu	1	87	89	23	14	28	30	68	62	50	32	61	D	18	44.06	-1	1	1	0	0
Czalliso	roe	2	79	77	60	44	26	27	34	89	41	71	59	C+	18	48.12	-1	1	1	0	0
Czalliso	lu	3	7	9	21	22	14	28	19	11	8	72	76	D+	18	20.06	-1	1	1	0	0
Czalliso	pot	4	32	31	45	21	21	46	6	24	34	85	58	D	18	30.08	-1	1	1	0	0
Czalliso	ilo	5	38	25	75	72	77	52	40	32	78	94	63	C+	21	60.53	-1	1	1	0	0
Czalliso	ilo	1	54	69	27	10	27	53	66	55	31	39	111	C	21	45.40	-1	1	1	0	0
Czalliso	lu	2	66	72	21	12	11	32	46	41	11	71	66	C+	18	29.81	-1	1	1	0	0
Czalliso	pot	3	54	55	74	23	62	60	29	24	21	25	56	D	18	41.48	-1	1	1	0	0
Czalliso	ilo	4	52	53	61	24	25	22	14	10	38	80	94	D+	18	33.52	-1	1	1	0	0
Czalliso	pot	5	6	10	26	38	35	22	6	47	13	16	63	D	18	26.62	-1	1	1	0	0
University of Biodry	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Czalliso	fu	1	56	61	13	17	17	44	58	93	41	53	56	D+	19	45.58	-1	1	1	0	0
Czalliso	ilu	2	41	22	41	33	23	7	34	55	65	71	66	C	19	40.15	-1	1	1	0	0
Czalliso	pot	3	44	49	93	44	54	90	98	32	53	37	54	D	21	65.04	-1	1	1	0	0
Czalliso	ilo	4	38	45	71	35	34	45	40	29	61	28	92	D+	21	48.69	-1	1	1	0	0
Czalliso	noe	5	19	26	26	30	27	24	10	21	34	53	83	D	19	27.01	-1	1	1	0	0
Czalliso	kaf	1	128	121	16	14	30	90	69	102	59	55	56	D+	19	61.06	-1	1	1	0	0
Czalliso	ilu	2	97	82	25	30	48	71	59	59	36	75	72	D+	21	50.22	-1	1	1	0	0
Czalliso	ilu	3	43	34	53	42	28	51	45	13	29	30	78	F+	18	39.20	-1	1	1	0	0
Czalliso	roe	4	65	64	107	19	34	37	68	25	49	62	88	D+	18	51.87	-1	1	1	0	0
Czalliso	lu	5	37	22	70	46	60	50	22	40	24	6	61	D+	19	45.08	-1	1	1	0	0
Czalliso	pot	1	25	24	20	11	13	14	25	45	59	66	93	F+	18	33.06	-1	1	1	0	0
Czalliso	roe	2	92	93	82	21	40	40	50	42	49	9	101	C	21	50.86	-1	1	1	0	0
Czalliso	noe	3	67	74	46	31	17	42	52	24	34	47	48	C+	18	36.45	-1	1	1	0	0
Czalliso	lu	4	51	50	36	43	22	19	48	6	58	74	81	F+	18	38.11	-1	1	1	0	0
Czalliso	pot	5	52	56	90	99	74	25	45	31	24	41	91	D+	18	58.18	-1	1	1	0	0
University of Forssa	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Czalliso	ilo	1	32	17	13	15	20	31	14	32	13	44	59	F+	21	22.01	-1	1	1	0	0
